"date e hora","caso de teste","mensagem"
"[2021/09/29 23:23:00:230] ","INICIO dos Casos De Teste","Teste Iniciou em 2021-09-29 23-23"
"[2021/09/29 23:23:23:2323] ","submarino","Abriu o Site"
"[2021/09/29 23:23:23:2323] ","Caso de Teste submarino","Iniciou o Caso de Teste"
"[2021/09/29 23:23:24:2324] ","Caso de Teste submarino","clicou na barra de pesquisa"
"[2021/09/29 23:23:24:2324] ","Caso de Teste submarino","limpou o campo"
"[2021/09/29 23:23:25:2325] ","Caso de Teste submarino","Digitou canecas"
"[2021/09/29 23:23:27:2327] ","Caso de Teste submarino","Clicou botão Lupa"
"[2021/09/29 23:25:27:2527] ","FIM do Caso de Teste","Terminou em 2021-09-29 23-25"
"[2021/09/29 23:25:29:2529] ","FIM dos Casos de Teste","Teste Iniciou em 2021-09-29 23-23 e Terminou em 2021-09-29 23-25"
