"date e hora","caso de teste","mensagem"
"[2021/09/27 23:12:06:126] ","INICIO dos Casos De Teste","Teste Iniciou em 2021-09-27 23-12"
"[2021/09/27 23:12:35:1235] ","submarino","Abriu o Site"
"[2021/09/27 23:12:35:1235] ","Caso de Teste submarino","Iniciou o Caso de Teste"
"[2021/09/27 23:12:35:1235] ","FIM do Caso de Teste","Terminou em 2021-09-27 23-12"
"[2021/09/27 23:12:37:1237] ","FIM dos Casos de Teste","Teste Iniciou em 2021-09-27 23-12 e Terminou em 2021-09-27 23-12"
