"date e hora","caso de teste","mensagem"
"[2021/09/22 23:26:00:260] ","INICIO dos Casos De Teste","Teste Iniciou em 2021-09-22 23-26"
"[2021/09/22 23:26:14:2614] ","lojaassombrada","Abriu o Site"
"[2021/09/22 23:26:14:2614] ","Caso de Teste Mantis","Iniciou o Caso de Teste"
"[2021/09/22 23:26:14:2614] ","Caso de Teste Mantis","clicou na barra de pesquisa"
"[2021/09/22 23:26:14:2614] ","FIM do Caso de Teste","Terminou em 2021-09-22 23-26"
"[2021/09/22 23:26:15:2615] ","FIM dos Casos de Teste","Teste Iniciou em 2021-09-22 23-26 e Terminou em 2021-09-22 23-26"
