"date e hora","caso de teste","mensagem"
"[2021/09/22 23:09:03:93] ","INICIO dos Casos De Teste","Teste Iniciou em 2021-09-22 23-09"
"[2021/09/22 23:09:28:928] ","Iterasys","Abriu o Site"
"[2021/09/22 23:09:28:928] ","Caso de Teste Mantis","Iniciou o Caso de Teste"
"[2021/09/22 23:09:28:928] ","FIM do Caso de Teste","Terminou em 2021-09-22 23-09"
"[2021/09/22 23:09:30:930] ","FIM dos Casos de Teste","Teste Iniciou em 2021-09-22 23-09 e Terminou em 2021-09-22 23-09"
