"date e hora","caso de teste","mensagem"
"[2021/09/22 23:12:09:129] ","INICIO dos Casos De Teste","Teste Iniciou em 2021-09-22 23-12"
"[2021/09/22 23:12:25:1225] ","lojaassombrada","Abriu o Site"
"[2021/09/22 23:12:25:1225] ","Caso de Teste Mantis","Iniciou o Caso de Teste"
"[2021/09/22 23:12:25:1225] ","FIM do Caso de Teste","Terminou em 2021-09-22 23-12"
"[2021/09/22 23:12:26:1226] ","FIM dos Casos de Teste","Teste Iniciou em 2021-09-22 23-12 e Terminou em 2021-09-22 23-12"
