"date e hora","caso de teste","mensagem"
"[2021/09/29 10:09:40:940] ","INICIO dos Casos De Teste","Teste Iniciou em 2021-09-29 10-09"
"[2021/09/29 10:09:55:955] ","submarino","Abriu o Site"
"[2021/09/29 10:09:55:955] ","Caso de Teste submarino","Iniciou o Caso de Teste"
"[2021/09/29 10:09:56:956] ","Caso de Teste submarino","clicou na barra de pesquisa"
"[2021/09/29 10:09:56:956] ","Caso de Teste submarino","limpou o campo"
"[2021/09/29 10:09:57:957] ","Caso de Teste submarino","Digitou canecas"
"[2021/09/29 10:09:58:958] ","Caso de Teste submarino","Clicou botão Lupa"
"[2021/09/29 10:11:59:1159] ","FIM do Caso de Teste","Terminou em 2021-09-29 10-11"
"[2021/09/29 10:12:01:121] ","FIM dos Casos de Teste","Teste Iniciou em 2021-09-29 10-09 e Terminou em 2021-09-29 10-12"
