"date e hora","caso de teste","mensagem"
"[2021/09/29 09:53:22:5322] ","INICIO dos Casos De Teste","Teste Iniciou em 2021-09-29 09-53"
"[2021/09/29 09:53:35:5335] ","submarino","Abriu o Site"
"[2021/09/29 09:53:35:5335] ","Caso de Teste submarino","Iniciou o Caso de Teste"
"[2021/09/29 09:53:37:5337] ","Caso de Teste submarino","clicou na barra de pesquisa"
"[2021/09/29 09:53:37:5337] ","Caso de Teste submarino","limpou o campo"
"[2021/09/29 09:53:37:5337] ","Caso de Teste submarino","Digitou canecas"
"[2021/09/29 09:53:38:5338] ","Caso de Teste submarino","Clicou botão Lupa"
"[2021/09/29 09:53:39:5339] ","FIM do Caso de Teste","Terminou em 2021-09-29 09-53"
"[2021/09/29 09:53:39:5339] ","FIM dos Casos de Teste","Teste Iniciou em 2021-09-29 09-53 e Terminou em 2021-09-29 09-53"
