"date e hora","caso de teste","mensagem"
"[2021/09/22 23:20:39:2039] ","INICIO dos Casos De Teste","Teste Iniciou em 2021-09-22 23-20"
"[2021/09/22 23:21:05:215] ","lojaassombrada","Abriu o Site"
"[2021/09/22 23:21:05:215] ","Caso de Teste Mantis","Iniciou o Caso de Teste"
"[2021/09/22 23:21:06:216] ","FIM do Caso de Teste","Terminou em 2021-09-22 23-21"
"[2021/09/22 23:21:07:217] ","FIM dos Casos de Teste","Teste Iniciou em 2021-09-22 23-20 e Terminou em 2021-09-22 23-21"
